"denominazione","tipologia","categoria","totale_unita","totale_bagni","totale_letti","indirizzo","frazione","cap","codice_istat_comune","comune","provincia","latitudine","longitudine","telefono","fax","sitoweb","email","periodi","servizi_generali","servizi_camera","prezzo_alta_stagione_o_unica","prezzo_bassa_stagione","foto1","foto2","foto3","foto4","foto5"
"SANTI STEFANI","Bed & breakfast","","2","1","4","VIA DIAZ","","73037","075061","Poggiardo","LE","","","0836/904606","","","salvatore.colluto@tiscali.it","","","","","","","","","",""
"DON TOTU - DIMORA STORICA","Bed & breakfast","","4","4","8","VIA CROCEFISSO","","73020","075095","San Cassiano","LE","","","3887905888","","www.dontotu.it","info@dontotu.it","28/03/2015-02/11/2015","Reception 24h-Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala lettura-Parco / Giardino-Somministrazione bevande-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Idromassaggio-Riscaldamento","camera-doppia-bagno (120-240)","camera-doppia-bagno (-)","","","","",""
"BORGO DEI FLITTI","Bed & breakfast","","3","3","6","VIA MONTEGRAPPA","","73020","075058","Palmariggi","LE","","","","","www.borgodeifilitti.com","info@borgodeifilitti.com","01/05/2015-30/09/2015","Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Tv satellitare-Frigobar","camera-doppia-bagno-persona (35-55)","camera-doppia-bagno-persona (0-0)","","","","",""
"VILLA ADRIANA","Bed & breakfast","","3","2","8","VIA DELLE DUE QUERCE","","76123","110001","Andria","BT","","","345 6946329","","","info@bbvilla-adriana.it","01/02/2015-28/10/2015","Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Parco / Giardino-Accesso animali piccola taglia","Tv-Riscaldamento","camera-quadrupla-bagno-persona (40-50)#camera-singola-bagno-persona (65-70)#camera-tripla-persona (40-50)#doppia-uso-singola (50-60)","camera-quadrupla-bagno-persona (35-40)#camera-singola-bagno-persona (50-60)#camera-tripla-persona (35-40)#doppia-uso-singola (-)","","","","",""
"WHITE HOUSE","Affittacamere","","4","4","8","VIA PROLOGO","","76125","110009","Trani","BT","","","334 7846800","","www.whitehousetrani.it","info@whitehousetrani.it","01/01/2015-31/12/2015","Cassaforte / cassette di sicurezza-Bagno privato","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento","camera-doppia-bagno (60-80)","camera-doppia-bagno (40-60)","","","","",""
"EOLO","Bed & breakfast","","5","5","10","VIA ALBERTO SORDI","","74121","073027","Taranto","TA","","","328. 8494790","","","paolarotolo20@gmail.com","","","","","","","","","",""
"GRANDE SALENTO","Bed & breakfast","","2","2","3","VIA BONELLI","","74020","073025","San Marzano di San Giuseppe","TA","40.4507202","17.507923900000037","099. 9576083","","","beb-grandesalento@libero.it","","Reception 24h-Camere fumatori-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Tv satellitare-Frigobar-Riscaldamento-Angolo cottura","","","http://www.agenziapugliapromozione.it/portal/documents/ddl/551882/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/551882/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/551882/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/551882/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/551882/fileFoto5"
"CASA ALBA SALENTINA","Bed & breakfast","","3","3","6","VIA VITTORIO DE PACE","","73010","075097","Porto Cesareo","LE","","","0833-563215","","","bbcasalbasalentina@gmail.com","","","","camera-doppia-bagno (50-120)","camera-doppia-bagno (-)","","","","",""
"LA CANTINA DEL VIANDANTE","Bed & breakfast","","2","1","5","VIA DANTE","","73016","075068","San Cesario di Lecce","LE","","","","","","info@lacantinadelviandante.it","01/01/2015-11/01/2015#08/02/2015-15/02/2015#29/03/2015-08/11/2015#06/12/2015-31/12/2015","Cucina in uso comune-Sala Tv-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia","Aria condizionata indipendente-Tv-Riscaldamento-Angolo cottura","camera-doppia-persona (15-35)#camera-tripla-persona (15-35)#doppia-uso-singola (15-40)","camera-doppia-persona (15-35)#camera-tripla-persona (15-35)#doppia-uso-singola (-)","","","","",""
"BORA ","Affittacamere","","4","5","8","VIA S.ANTONIO E VIA  L.GO CAMPO FIERA","","71029","071058","Troia","FG","","","328-3131736","","www.bora-troia.it","info@bora-troia.it","01/01/2015-31/12/2015","Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Rscaldamento centralizzato-Tv-Frigobar-Idromassaggio","camera-doppia-bagno (55-60)#supplemento-posto-letto-agg (15-15)","camera-doppia-bagno (45-50)#supplemento-posto-letto-agg (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/980926/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/980926/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/980926/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/980926/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/980926/fileFoto5"
"HOTEL MILLE PINI","Alberghi","3 stelle","40","40","93","VIA MILLE PINI","","74025","073007","Ginosa","TA","","","099. 8277001","","www.millepinihotel.it","info@millepinehotel.it","","Ristorante-Bar-Reception 24h-Ascensore-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Quotidiani-Camere / struttura per ospiti disabili","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Tv satellitare-Frigobar-Riscaldamento-Telefono","camera-doppia-bagno (100-200)#camera-singola-bagno (50-100)#mezza-pensione-bagno (60-120)#pasto-cena (20-20)#pasto-pranzo (20-20)#pensione-completa-bagno (70-120)#servizio-colazione (-)","camera-doppia-bagno (80-100)#camera-singola-bagno (40-50)#mezza-pensione-bagno (50-60)#pasto-cena (-)#pasto-pranzo (-)#pensione-completa-bagno (60-70)#servizio-colazione (-)","","","","",""
"NUOVO BORGO ANTICO","Bed & breakfast","","2","1","4","Via Buico","","76014","110008","Spinazzola","BT","","","340 7669763","","","vittoriopatruno@libero.it","01/01/2015-30/04/2015#16/06/2015-20/09/2015#05/12/2015-31/12/2015","Accesso animali piccola taglia","Tv-Frigobar-Riscaldamento","camera-doppia (25-35)","camera-doppia (25-35)","","","","",""
"LA LOCANDA AL CASTELLO","Bed & breakfast","","5","5","10","PIAZZA CASTELLO","","74026","073022","Pulsano","TA","","","3492878612 - 099.7327987","","www.lalocandaalcastello.it","info@lalocandaalcastello.it","","","","camera-doppia-bagno (60-80)#camera-singola-bagno (45-60)#camera-tripla-bagno (75-95)","camera-doppia-bagno (-)#camera-singola-bagno (-)#camera-tripla-bagno (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/555118/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/555118/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/555118/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/555118/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/555118/fileFoto5"
"TRULLI DELLA ROSATELLA","Case e appartamenti","","1","1","2","C.DA CASTIGLIONE","","70013","072017","Castellana Grotte","BA","","","080/8876571","0804274322","www.trulliedimore.com","info@trulliedimore.com","01/04/2015-31/10/2015","Bagno privato-Sala Tv-Parco / Giardino-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento-Angolo cottura","biancheria (-10)#ua-bilocale-due-sett (3000-4000)#ua-bilocale-sett (1500-2000)","biancheria (-)#ua-bilocale-due-sett (1600-2000)#ua-bilocale-sett (800-1000)","http://www.agenziapugliapromozione.it/portal/documents/ddl/911764/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/911764/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/911764/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/911764/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/911764/fileFoto5"
"LEONARDO TRULLI RESORT","Bed & breakfast","","3","4","6","S.C. 54 C.DA SEMERARO","","70010","072025","Locorotondo","BA","","","3331623529","","www.leonardotrulliresort.com","info@leonardotrulliresort.com","01/01/2015-31/12/2015","Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala lettura-Parco / Giardino-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento","camera-doppia (79-269)","camera-doppia (0-0)","http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto5"
"ARIA BIANCA","Bed & breakfast","","6","5","10","S.P. UGENTO -CASARANO","","","075090","Ugento","LE","39.97887973873125","18.15773158437503","320 3490561","","www.ariabianca.it","info@ariabianca.it","","Reception 24h-Deposito bagagli-Cassaforte / cassette di sicurezza-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata centralizzata-Aria condizionata indipendente-Rscaldamento centralizzato-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento","","","","http://www.agenziapugliapromozione.it/portal/documents/ddl/565019/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/565019/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/565019/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/565019/fileFoto5"
"VILLA  ANGELA","Bed & breakfast","","3","2","9","VIA GIRASOLI","","74122","073027","Taranto","TA","40.3995974","17.244576400000028","329 8733578","","","marcoandreacaso@gmail.com","01/01/2015-25/01/2015#12/02/2015-10/04/2015#26/04/2015-16/06/2015#21/07/2015-10/09/2015#26/09/2015-05/11/2015#21/11/2015-31/12/2015","Cucina in uso comune-Bagno privato-Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura","camera-tripla-persona (25-35)#doppia-uso-singola (40-45)","camera-tripla-persona (25-35)#doppia-uso-singola (0-0)","","","","",""
"LES SUITES BARI","Bed & breakfast","","4","4","6","VIA ABATE GIMMA","","70123","072006","Bari","BA","","","080/5853150","","www.lessuitesbari.it","luigilobuono@tin.it","","Ascensore-Cassaforte / cassette di sicurezza-Bagno privato-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento","camera-doppia-bagno (60-130)#camera-singola-bagno (50-90)#camera-tripla-bagno (120-150)","camera-doppia-bagno (-)#camera-singola-bagno (-)#camera-tripla-bagno (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/1212797/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/1212797/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/1212797/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/1212797/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/1212797/fileFoto5"
"DIMORA DEL CASALE","Bed & breakfast","","3","3","6","VIA F. BARACCA","casale","72100","074001","Brindisi","BR","40.530671","17.586625899999945","+393482938419","0831551245","www.dimoradelcasale.com","anticamesseriasalent@tiscali.it","01/01/2015-27/09/2015","Deposito bagagli-Cassaforte / cassette di sicurezza-Cucina in uso comune-Bagno privato-Sala Tv-Parco / Giardino-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv satellitare-Riscaldamento-Angolo cottura","camera-doppia-bagno-persona (35-45)#doppia-uso-singola (35-45)","camera-doppia-bagno-persona (0-0)#doppia-uso-singola (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/616129/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/616129/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/616129/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/616129/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/616129/fileFoto5"
"NAUSICAA","Bed & breakfast","","3","3","8","DELLA RESISTENZA","","74020","073011","Lizzano","TA","","","347 8769336","","","folletto99.m@libero.it","01/07/2015-30/09/2015","Bagno privato-Sala lettura-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia","Aria condizionata indipendente-Tv satellitare-Riscaldamento","camera-doppia-bagno (50-70)#camera-doppia-bagno-persona (25-35)#camera-quadrupla-bagno (100-140)#camera-quadrupla-bagno-persona (25-35)","camera-doppia-bagno (40-60)#camera-doppia-bagno-persona (20-30)#camera-quadrupla-bagno (80-120)#camera-quadrupla-bagno-persona (20-30)","","","","",""
"ARCATE","Bed & breakfast","","1","3","2","VIA SANTA SABINA ","","72012","074002","Carovigno","BR","","","","","","fra167@hotmail.it","","","","","","","","","",""
"TRULLO BARBAGIULO","Bed & breakfast","","2","2","8","CONTRADA CASTEL PAGANO","","72014","074005","Cisternino","BR","","","","","","trullobarbagiulo@gmail.it","","","","","","","","","",""
"B&B BORGO SARACENO","Bed & breakfast","","3","1","5","VIA TANCREDI","","76014","110008","Spinazzola","BT","","","393 9354749","","","info@alborgosaraceno.it","01/01/2015-07/01/2015#15/03/2015-15/09/2015#23/10/2015-05/11/2015#15/12/2015-31/12/2015","Cucina in uso comune-Accesso animali piccola taglia","Aria condizionata indipendente-Tv-Riscaldamento","camera-doppia (50-70)#camera-singola (25-35)","camera-doppia (0-0)#camera-singola (0-0)","","","","",""
"BORGO SARACENO","Case e appartamenti","","6","7","19","VIA FIORE","","76014","110008","Spinazzola","BT","","","0883 684225 - 393 9354749","","www.alborgosaraceno.it","info@alborgosaraceno.it","01/01/2015-30/06/2015","Bagno privato-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura","supplemento-cambio-biancheria (15-30)#supplemento-pulizia-extra (15-30)#ua-bilocale-due-sett (700-900)#ua-bilocale-mese (1300-1700)#ua-bilocale-sett (385-490)#ua-plurilocale-due-sett (900-1800)#ua-plurilocale-mese (1600-3000)#ua-plurilocale-sett (490-900)","supplemento-cambio-biancheria (-)#supplemento-pulizia-extra (-)#ua-bilocale-due-sett (0-0)#ua-bilocale-mese (0-0)#ua-bilocale-sett (0-0)#ua-plurilocale-due-sett (0-0)#ua-plurilocale-mese (0-0)#ua-plurilocale-sett (0-0)","","","","",""
"B&B NATOZZA","Bed & breakfast","","2","2","4","S.C. 156 C.DA MANCINELLA","","70010","072025","Locorotondo","BA","40.77671728462163","17.32035111954349","3394218437","","www.beb-natozza.it","bebnatozza@yahoo.it","01/01/2015-10/01/2015#01/03/2015-31/10/2015#20/12/2015-31/12/2015","Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia","Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura","camera-doppia-bagno (50-80)#doppia-uso-singola (40-60)","camera-doppia-bagno (0-0)#doppia-uso-singola (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/692194/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/692194/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/692194/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/692194/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/692194/fileFoto5"
"TARAS DI SAN VITO","Bed & breakfast","","3","4","9","VIA LIDO  BRUNO","San Vito","74123","073027","Taranto","TA","40.41539192159228","17.221340822753973","099 7333019 - 327 9883242","","www.bbtarasdisanvito.com","bbtarasdisanvito@libero.it","01/03/2015-31/10/2015#07/12/2015-31/12/2015","Reception 24h-Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Rscaldamento centralizzato-Tv-Riscaldamento","camera-doppia-bagno (60-60)#camera-doppia-bagno-persona (30-30)#camera-quadrupla-bagno (120-120)#camera-quadrupla-bagno-persona (30-30)#camera-tripla-bagno (90-90)#camera-tripla-bagno-persona (30-30)#doppia-uso-singola (10-10)","camera-doppia-bagno (50-50)#camera-doppia-bagno-persona (25-25)#camera-quadrupla-bagno (100-100)#camera-quadrupla-bagno-persona (25-25)#camera-tripla-bagno (75-75)#camera-tripla-bagno-persona (25-25)#doppia-uso-singola (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/562712/fileFoto1","","","",""
"AGRITURISMO MASSERIA CASEDDE VECCHIE","Alloggi agrituristici","","5","3","7","VIA PARETONE ZONA I","","74015","073013","Martina Franca","TA","40.6909007","17.36048500000004","080. 4306560","","","info@caseddevecchie.com","01/01/2015-31/12/2015","Ristorante-Parcheggio Coperto / Scoperto-Camere / struttura per ospiti disabili","Tv-Frigobar-Riscaldamento","camera-doppia-bagno (60-90)#camera-singola (35-45)#camera-singola-bagno (35-45)#pasto-cena (-30)#pasto-pranzo (-30)","camera-doppia-bagno (50-70)#camera-singola (25-50)#camera-singola-bagno (25-50)#pasto-cena (-)#pasto-pranzo (-)","","","","",""
